"Antecedent_LHS","Consequent_RHS","support","confidence","coverage","lift","count","fishersPValue","pAdjusted"
"JUMBO BAG APPLES + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01538,0.74734,0.02058,6.58763,281,0,0
"JUMBO BAG PINK VINTAGE PAISLEY","JUMBO BAG PINK POLKADOT",0.02074,0.43815,0.04734,6.58414,379,0,0
"JUMBO BAG PINK POLKADOT","JUMBO BAG PINK VINTAGE PAISLEY",0.02074,0.31168,0.06655,6.58414,379,0,0
"JUMBO BAG APPLES","JUMBO BAG WOODLAND ANIMALS",0.01658,0.31045,0.05341,6.58105,303,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO BAG APPLES",0.01658,0.35151,0.04717,6.58105,303,0,0
"JUMBO BAG SPACEBOY DESIGN + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01193,0.74658,0.01598,6.58088,218,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN","LUNCH BAG SUKI DESIGN",0.01034,0.46098,0.02244,6.5654,189,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG VINTAGE DOILY","JUMBO BAG RED RETROSPOT",0.01308,0.74455,0.01757,6.56302,239,0,0
"SET OF 60 PANTRY DESIGN CAKE CASES","PACK OF 60 PINK PAISLEY CAKE CASES",0.01073,0.3121,0.03437,6.56276,196,0,0
"LUNCH BAG SPACEBOY DESIGN","LUNCH BAG SUKI DESIGN",0.02917,0.46067,0.06332,6.56111,533,0,0
"LUNCH BAG SUKI DESIGN","LUNCH BAG SPACEBOY DESIGN",0.02917,0.41543,0.07021,6.56111,533,0,0
"BOX OF 24 COCKTAIL PARASOLS","CHARLOTTE BAG SUKI DESIGN",0.01007,0.31561,0.0319,6.561,184,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.02134,0.74427,0.02868,6.5606,390,0,0
"JUMBO BAG SPACEBOY DESIGN","JUMBO BAG APPLES",0.01313,0.35036,0.03749,6.55965,240,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT","JUMBO BAG APPLES",0.01582,0.3503,0.04515,6.55849,289,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG SUKI DESIGN","LUNCH BAG VINTAGE DOILY",0.01007,0.39316,0.02561,6.55498,184,0,0
"CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","LUNCH BAG SUKI DESIGN",0.01045,0.46024,0.02271,6.55494,191,0,0
"LUNCH BAG PINK POLKADOT","LUNCH BAG WOODLAND",0.02167,0.36364,0.0596,6.55299,396,0,0
"LUNCH BAG WOODLAND","LUNCH BAG PINK POLKADOT",0.02167,0.39053,0.05549,6.55299,396,0,0
"JUMBO STORAGE BAG SUKI + RECYCLING BAG RETROSPOT","JUMBO BAG RED RETROSPOT",0.01204,0.74324,0.0162,6.55151,220,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01138,0.74286,0.01532,6.54811,208,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG CARS BLUE","RED RETROSPOT CHARLOTTE BAG",0.01056,0.36973,0.02857,6.54662,193,0,0
"LUNCH BAG  BLACK SKULL.","LUNCH BAG SUKI DESIGN",0.03196,0.45948,0.06956,6.54411,584,0,0
"LUNCH BAG SUKI DESIGN","LUNCH BAG  BLACK SKULL.",0.03196,0.45518,0.07021,6.54411,584,0,0
"JUMBO BAG SPACEBOY DESIGN + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01401,0.74203,0.01888,6.54081,256,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG STRAWBERRY","JUMBO BAG RED RETROSPOT",0.011,0.7417,0.01483,6.53789,201,0,0
"JUMBO STORAGE BAG SUKI","JUMBO BAG PINK POLKADOT",0.02818,0.43497,0.0648,6.5363,515,0,0
"JUMBO BAG PINK POLKADOT","JUMBO STORAGE BAG SUKI",0.02818,0.42352,0.06655,6.5363,515,0,0
"SUKI  SHOULDER BAG","GREEN REGENCY TEACUP AND SAUCER",0.01051,0.36226,0.029,6.5347,192,0,0
"LUNCH BAG  BLACK SKULL.","LUNCH BAG CARS BLUE",0.02857,0.4107,0.06956,6.53153,522,0,0
"LUNCH BAG CARS BLUE","LUNCH BAG  BLACK SKULL.",0.02857,0.45431,0.06288,6.53153,522,0,0
"JUMBO BAG PINK VINTAGE PAISLEY","JUMBO STORAGE BAG SUKI",0.02003,0.42312,0.04734,6.53015,366,0,0
"JUMBO STORAGE BAG SUKI","JUMBO BAG PINK VINTAGE PAISLEY",0.02003,0.30912,0.0648,6.53015,366,0,0
"LUNCH BAG DOLLY GIRL DESIGN","LUNCH BAG PINK POLKADOT",0.0145,0.38913,0.03727,6.52951,265,0,0
"SUKI  SHOULDER BAG","JAM MAKING SET PRINTED",0.01193,0.41132,0.029,6.52436,218,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG RED RETROSPOT","LUNCH BAG VINTAGE DOILY",0.01297,0.39109,0.03316,6.52041,237,0,0
"JUMBO BAG APPLES + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01346,0.73874,0.01822,6.51181,246,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01702,0.73872,0.02304,6.51162,311,0,0
"LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT",0.03316,0.38747,0.08559,6.50156,606,0,0
"LUNCH BAG PINK POLKADOT","LUNCH BAG RED RETROSPOT",0.03316,0.55647,0.0596,6.50156,606,0,0
"JUMBO BAG APPLES","JUMBO BAG VINTAGE DOILY",0.02337,0.4375,0.05341,6.49954,427,0,0
"JUMBO BAG VINTAGE DOILY","JUMBO BAG APPLES",0.02337,0.34715,0.06731,6.49954,427,0,0
"JUMBO BAG STRAWBERRY","JUMBO  BAG BAROQUE BLACK WHITE",0.01483,0.32968,0.04498,6.49872,271,0,0
"JUMBO BAG WOODLAND ANIMALS + RECYCLING BAG RETROSPOT","JUMBO BAG RED RETROSPOT",0.01105,0.73723,0.01499,6.49847,202,0,0
"LUNCH BAG ALPHABET DESIGN","LUNCH BAG SPACEBOY DESIGN",0.01664,0.41137,0.04044,6.49689,304,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG STRAWBERRY","JUMBO BAG RED RETROSPOT",0.0116,0.73611,0.01576,6.48864,212,0,0
"JUMBO STORAGE BAG SKULLS","JUMBO BAG APPLES",0.0133,0.34615,0.03842,6.48081,243,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01472,0.73497,0.02003,6.47861,269,0,0
"JUMBO BAG OWLS","JUMBO BAG PINK POLKADOT",0.01532,0.43077,0.03557,6.47323,280,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","JUMBO BAG PINK POLKADOT",0.01363,0.43005,0.03169,6.46245,249,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN","LUNCH BAG  BLACK SKULL.",0.01007,0.44878,0.02244,6.45206,184,0,0
"CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01012,0.4057,0.02495,6.45203,185,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG APPLES","JUMBO BAG RED RETROSPOT",0.01133,0.72887,0.01554,6.42484,207,0,0
"LUNCH BAG WOODLAND","LUNCH BAG APPLE DESIGN",0.02019,0.36391,0.05549,6.42477,369,0,0
"LUNCH BAG APPLE DESIGN","LUNCH BAG WOODLAND",0.02019,0.35652,0.05664,6.42477,369,0,0
"LUNCH BAG DOLLY GIRL DESIGN","LUNCH BAG CARS BLUE",0.01505,0.40382,0.03727,6.42208,275,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.0179,0.72829,0.02457,6.41966,327,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01149,0.4023,0.02857,6.39792,210,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","JUMBO STORAGE BAG SUKI",0.01313,0.41451,0.03169,6.39721,240,0,0
"JUMBO BAG ALPHABET + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01012,0.72549,0.01396,6.39502,185,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO STORAGE BAG SKULLS","JUMBO BAG RED RETROSPOT",0.01051,0.72453,0.0145,6.38654,192,0,0
"JUMBO BAG OWLS + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01264,0.72414,0.01746,6.3831,231,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01231,0.44379,0.02775,6.38027,225,0,0
"STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","PACK OF 72 RETROSPOT CAKE CASES",0.01023,0.46059,0.02222,6.37605,187,0,0
"LUNCH BAG DOLLY GIRL DESIGN","LUNCH BAG  BLACK SKULL.",0.01653,0.44347,0.03727,6.37565,302,0,0
"LUNCH BAG SPACEBOY DESIGN","LUNCH BAG  BLACK SKULL.",0.02802,0.44252,0.06332,6.36211,512,0,0
"LUNCH BAG  BLACK SKULL.","LUNCH BAG SPACEBOY DESIGN",0.02802,0.40283,0.06956,6.36211,512,0,0
"JUMBO BAG STRAWBERRY","JUMBO BAG PINK POLKADOT",0.01904,0.42336,0.04498,6.36185,348,0,0
"NATURAL SLATE CHALKBOARD LARGE","NATURAL SLATE HEART CHALKBOARD",0.01122,0.43432,0.02583,6.35927,205,0,0
"JUMBO BAG SPACEBOY DESIGN","JUMBO BAG PINK VINTAGE PAISLEY",0.01127,0.30073,0.03749,6.35288,206,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO STORAGE BAG SKULLS","JUMBO BAG RED RETROSPOT",0.011,0.72043,0.01527,6.35042,201,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG VINTAGE DOILY",0.01067,0.38086,0.02802,6.34986,195,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN","PACK OF 72 RETROSPOT CAKE CASES",0.01029,0.45854,0.02244,6.34761,188,0,0
"JUMBO BAG OWLS + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01111,0.71986,0.01543,6.34538,203,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG RED RETROSPOT",0.01571,0.7193,0.02184,6.34044,287,0,0
"PACK OF 72 SKULL CAKE CASES","PACK OF 60 PINK PAISLEY CAKE CASES",0.01089,0.30106,0.03617,6.33055,199,0,0
"LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG SUKI DESIGN",0.0162,0.44444,0.03645,6.32996,296,0,0
"LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG  BLACK SKULL.",0.01603,0.43994,0.03645,6.32496,293,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","CHARLOTTE BAG SUKI DESIGN",0.01067,0.30421,0.03508,6.32408,195,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG SUKI DESIGN",0.01231,0.44379,0.02775,6.32059,225,0,0
"LUNCH BAG VINTAGE DOILY + LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG RED RETROSPOT",0.01012,0.54094,0.01872,6.32002,185,0,0
"LUNCH BAG WOODLAND","LUNCH BAG SUKI DESIGN",0.02457,0.4428,0.05549,6.30655,449,0,0
"LUNCH BAG SUKI DESIGN","LUNCH BAG WOODLAND",0.02457,0.34996,0.07021,6.30655,449,0,0
"JUMBO BAG VINTAGE CHRISTMAS","JUMBO BAG VINTAGE DOILY",0.011,0.42405,0.02594,6.29974,201,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG APPLE DESIGN","LUNCH BAG RED RETROSPOT",0.011,0.53887,0.02041,6.29594,201,0,0
"LUNCH BAG WOODLAND","LUNCH BAG  BLACK SKULL.",0.0243,0.43787,0.05549,6.2952,444,0,0
"LUNCH BAG  BLACK SKULL.","LUNCH BAG WOODLAND",0.0243,0.34933,0.06956,6.2952,444,0,0
"RED RETROSPOT OVEN GLOVE","PACK OF 72 RETROSPOT CAKE CASES",0.01122,0.45455,0.02468,6.29236,205,0,0
"JUMBO BAG PEARS","LUNCH BAG VINTAGE DOILY",0.01226,0.3771,0.03251,6.28725,224,0,0
"JUMBO BAG PINK POLKADOT + WHITE HANGING HEART T-LIGHT HOLDER","JUMBO BAG RED RETROSPOT",0.01007,0.71318,0.01412,6.2865,184,0,0
"JUMBO BAG VINTAGE DOILY + LUNCH BAG RED RETROSPOT","JUMBO BAG RED RETROSPOT",0.01259,0.71207,0.01768,6.27676,230,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG PINK POLKADOT",0.01067,0.37356,0.02857,6.26825,195,0,0
"JUMBO BAG PINK POLKADOT + LUNCH BAG PINK POLKADOT","JUMBO BAG RED RETROSPOT",0.01171,0.71096,0.01647,6.26697,214,0,0
"JUMBO BAG PINK VINTAGE PAISLEY","JUMBO  BAG BAROQUE BLACK WHITE",0.01505,0.31792,0.04734,6.26681,275,0,0
"JUMBO BAG OWLS","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01428,0.40154,0.03557,6.24984,261,0,0
"CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01084,0.43421,0.02495,6.24259,198,0,0
"LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG SPACEBOY DESIGN",0.01439,0.39489,0.03645,6.23675,263,0,0
"RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01198,0.43366,0.02764,6.23472,219,0,0
"JUMBO BAG SPACEBOY DESIGN","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01499,0.4,0.03749,6.22589,274,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG VINTAGE DOILY","JUMBO BAG PINK POLKADOT",0.01308,0.41421,0.03158,6.22441,239,0,0
"JUMBO STORAGE BAG SKULLS + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01417,0.70572,0.02008,6.22077,259,0,0
"JUMBO BAG ALPHABET + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01127,0.70548,0.01598,6.21863,206,0,0
"CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","LUNCH BAG SUKI DESIGN",0.01089,0.4364,0.02495,6.21543,199,0,0
"LUNCH BAG PINK POLKADOT","LUNCH BAG SPACEBOY DESIGN",0.02342,0.39302,0.0596,6.20715,428,0,0
"LUNCH BAG SPACEBOY DESIGN","LUNCH BAG PINK POLKADOT",0.02342,0.36992,0.06332,6.20715,428,0,0
"RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01078,0.3901,0.02764,6.2039,197,0,0
"WOOD S/3 CABINET ANT WHITE FINISH","WOODEN FRAME ANTIQUE WHITE",0.01084,0.3289,0.03294,6.20233,198,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01231,0.43103,0.02857,6.19693,225,0,0
"CHRISTMAS CRAFT LITTLE FRIENDS","PAPER CHAIN KIT 50'S CHRISTMAS",0.0116,0.39042,0.02972,6.18752,212,0,0
"JUMBO STORAGE BAG SUKI + LUNCH BAG RED RETROSPOT","JUMBO BAG RED RETROSPOT",0.01313,0.70175,0.01872,6.1858,240,0,0
"LUNCH BAG APPLE DESIGN","LUNCH BAG SUKI DESIGN",0.02457,0.43382,0.05664,6.17859,449,0,0
"LUNCH BAG SUKI DESIGN","LUNCH BAG APPLE DESIGN",0.02457,0.34996,0.07021,6.17859,449,0,0
"JUMBO BAG RED RETROSPOT + WHITE HANGING HEART T-LIGHT HOLDER","JUMBO BAG PINK POLKADOT",0.01007,0.41071,0.02452,6.17186,184,0,0
"LUNCH BAG ALPHABET DESIGN","LUNCH BAG SUKI DESIGN",0.01751,0.43302,0.04044,6.16721,320,0,0
"JUMBO BAG PINK POLKADOT + LUNCH BAG SUKI DESIGN","JUMBO BAG RED RETROSPOT",0.01018,0.69925,0.01456,6.16371,186,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01593,0.69784,0.02282,6.15131,291,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","LUNCH BAG SUKI DESIGN",0.01368,0.43178,0.03169,6.14957,250,0,0
"LUNCH BAG DOLLY GIRL DESIGN","LUNCH BAG RED RETROSPOT",0.01959,0.5257,0.03727,6.14199,358,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG PINK POLKADOT","LUNCH BAG VINTAGE DOILY",0.01095,0.36765,0.02977,6.12958,200,0,0
"JUMBO STORAGE BAG SUKI + WHITE HANGING HEART T-LIGHT HOLDER","JUMBO BAG RED RETROSPOT",0.0116,0.69508,0.01669,6.12698,212,0,0
"LUNCH BAG ALPHABET DESIGN","LUNCH BAG WOODLAND",0.01374,0.33965,0.04044,6.1207,251,0,0
"LUNCH BAG PINK POLKADOT","LUNCH BAG SUKI DESIGN",0.02561,0.42975,0.0596,6.1207,468,0,0
"LUNCH BAG SUKI DESIGN","LUNCH BAG PINK POLKADOT",0.02561,0.36477,0.07021,6.1207,468,0,0
"RECYCLING BAG RETROSPOT","JUMBO STORAGE BAG SUKI",0.0162,0.39625,0.04088,6.11546,296,0,0
"JUMBO BAG VINTAGE DOILY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01188,0.69329,0.01713,6.11119,217,0,0
"JUMBO BAG VINTAGE LEAF + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01012,0.69288,0.01461,6.10761,185,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG VINTAGE DOILY",0.01122,0.36607,0.03065,6.10331,205,0,0
"CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","PACK OF 72 RETROSPOT CAKE CASES",0.011,0.44079,0.02495,6.10193,201,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY + LUNCH BAG RED RETROSPOT","JUMBO BAG RED RETROSPOT",0.01078,0.69123,0.0156,6.09301,197,0,0
"LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG WOODLAND",0.01231,0.33784,0.03645,6.08808,225,0,0
"JUMBO BAG APPLES + LUNCH BAG RED RETROSPOT","JUMBO BAG RED RETROSPOT",0.01023,0.69004,0.01483,6.08251,187,0,0
"JUMBO BAG VINTAGE DOILY","JUMBO BAG ALPHABET",0.02025,0.30081,0.06731,6.08048,370,0,0
"JUMBO BAG ALPHABET","JUMBO BAG VINTAGE DOILY",0.02025,0.40929,0.04947,6.08048,370,0,0
"JUMBO BAG OWLS","JUMBO BAG APPLES",0.01155,0.32462,0.03557,6.07756,211,0,0
"RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","LUNCH BAG SPACEBOY DESIGN",0.01023,0.38477,0.0266,6.0769,187,0,0
"LUNCH BAG ALPHABET DESIGN","LUNCH BAG CARS BLUE",0.01543,0.3816,0.04044,6.06868,282,0,0
"WOODLAND CHARLOTTE BAG","LUNCH BAG WOODLAND",0.01532,0.33654,0.04553,6.06466,280,0,0
"LUNCH BAG RED RETROSPOT","LUNCH BAG WOODLAND",0.02879,0.33632,0.08559,6.06067,526,0,0
"LUNCH BAG WOODLAND","LUNCH BAG RED RETROSPOT",0.02879,0.51874,0.05549,6.06067,526,0,0
"SET OF 72 RETROSPOT PAPER  DOILIES","PACK OF 72 RETROSPOT CAKE CASES",0.01078,0.43681,0.02468,6.0468,197,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","JUMBO BAG APPLES",0.01023,0.32297,0.03169,6.04676,187,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG WOODLAND","LUNCH BAG VINTAGE DOILY",0.0104,0.36122,0.02879,6.02237,190,0,0
"RECYCLING BAG RETROSPOT","JUMBO BAG PINK POLKADOT",0.01636,0.40027,0.04088,6.01488,299,0,0
"LUNCH BAG DOLLY GIRL DESIGN","LUNCH BAG APPLE DESIGN",0.0127,0.34068,0.03727,6.01465,232,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","LUNCH BAG VINTAGE DOILY",0.01264,0.36037,0.03508,6.00832,231,0,0
"WOOD S/3 CABINET ANT WHITE FINISH","WOODEN PICTURE FRAME WHITE FINISH",0.01188,0.36047,0.03294,5.99889,217,0,0
"LUNCH BAG SPACEBOY DESIGN","LUNCH BAG APPLE DESIGN",0.02151,0.33967,0.06332,5.99693,393,0,0
"LUNCH BAG APPLE DESIGN","LUNCH BAG SPACEBOY DESIGN",0.02151,0.37971,0.05664,5.99693,393,0,0
"JUMBO BAG PINK POLKADOT","JUMBO SHOPPER VINTAGE RED PAISLEY",0.02561,0.38487,0.06655,5.99038,468,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG PINK POLKADOT",0.02561,0.39864,0.06425,5.99038,468,0,0
"JUMBO BAG PINK POLKADOT","JUMBO BAG RED RETROSPOT",0.04515,0.67845,0.06655,5.98041,825,0,0
"JUMBO BAG RED RETROSPOT","JUMBO BAG PINK POLKADOT",0.04515,0.39797,0.11345,5.98041,825,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG RED RETROSPOT",0.01417,0.51085,0.02775,5.9685,259,0,0
"LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.03585,0.51052,0.07021,5.96469,655,0,0
"LUNCH BAG RED RETROSPOT","LUNCH BAG SUKI DESIGN",0.03585,0.4188,0.08559,5.96469,655,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","LUNCH BAG VINTAGE DOILY",0.01281,0.35725,0.03585,5.95626,234,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG SPACEBOY DESIGN",0.01045,0.37673,0.02775,5.94979,191,0,0
"JUMBO BAG APPLES","JUMBO STORAGE BAG SUKI",0.02058,0.38525,0.05341,5.94561,376,0,0
"JUMBO STORAGE BAG SUKI","JUMBO BAG APPLES",0.02058,0.31757,0.0648,5.94561,376,0,0
"SUKI  SHOULDER BAG","RECIPE BOX PANTRY YELLOW DESIGN",0.01045,0.36038,0.029,5.93794,191,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG RED RETROSPOT",0.02961,0.67205,0.04405,5.92396,541,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","RED RETROSPOT CHARLOTTE BAG",0.01067,0.3339,0.03196,5.91224,195,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","RED RETROSPOT CHARLOTTE BAG",0.01171,0.33385,0.03508,5.91134,214,0,0
"SUKI  SHOULDER BAG","JUMBO SHOPPER VINTAGE RED PAISLEY",0.011,0.37925,0.029,5.90285,201,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG RED RETROSPOT","RED RETROSPOT CHARLOTTE BAG",0.01012,0.33333,0.03037,5.90213,185,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","JUMBO BAG VINTAGE DOILY",0.01259,0.39724,0.03169,5.90139,230,0,0
"LUNCH BAG ALPHABET DESIGN","LUNCH BAG  BLACK SKULL.",0.01658,0.41001,0.04044,5.89471,303,0,0
"LUNCH BAG  BLACK SKULL.","LUNCH BAG RED RETROSPOT",0.03508,0.50433,0.06956,5.89231,641,0,0
"LUNCH BAG RED RETROSPOT","LUNCH BAG  BLACK SKULL.",0.03508,0.40985,0.08559,5.89231,641,0,0
"STRAWBERRY CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01461,0.36981,0.03951,5.88117,267,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","LUNCH BAG VINTAGE DOILY",0.01127,0.35274,0.03196,5.88103,206,0,0
"JUMBO BAG STRAWBERRY","JUMBO STORAGE BAG SUKI",0.01713,0.38078,0.04498,5.87666,313,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG SPACEBOY DESIGN",0.01062,0.37165,0.02857,5.86959,194,0,0
"CANDLEHOLDER PINK HANGING HEART","WHITE HANGING HEART T-LIGHT HOLDER",0.01855,0.7167,0.02589,5.83094,339,0,0
"JUMBO STORAGE BAG SUKI + RED RETROSPOT CHARLOTTE BAG","JUMBO BAG RED RETROSPOT",0.01001,0.66065,0.01516,5.82347,183,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG VINTAGE DOILY",0.01018,0.34897,0.02917,5.81815,186,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG APPLES",0.01368,0.31056,0.04405,5.81439,250,0,0
"RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","PACK OF 72 RETROSPOT CAKE CASES",0.0116,0.4198,0.02764,5.8114,212,0,0
"JUMBO BAG TOYS","JUMBO BAG RED RETROSPOT",0.01883,0.659,0.02857,5.80896,344,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG VINTAGE DOILY","JUMBO STORAGE BAG SUKI",0.01188,0.37608,0.03158,5.8042,217,0,0
"JAM MAKING SET PRINTED + JAM MAKING SET WITH JARS","SET OF 3 CAKE TINS PANTRY DESIGN",0.01127,0.43644,0.02583,5.79584,206,0,0
"RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","PACK OF 72 RETROSPOT CAKE CASES",0.01111,0.4177,0.0266,5.78223,203,0,0
"LUNCH BAG  BLACK SKULL.","LUNCH BAG APPLE DESIGN",0.02271,0.32651,0.06956,5.76464,415,0,0
"LUNCH BAG APPLE DESIGN","LUNCH BAG  BLACK SKULL.",0.02271,0.40097,0.05664,5.76464,415,0,0
"RED RETROSPOT SHOPPER BAG","RED RETROSPOT CHARLOTTE BAG",0.01023,0.32522,0.03147,5.75843,187,0,0
"JUMBO BAG 50'S CHRISTMAS","PAPER CHAIN KIT 50'S CHRISTMAS",0.01417,0.36325,0.03902,5.75693,259,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","RED RETROSPOT CHARLOTTE BAG",0.01029,0.3247,0.03169,5.74923,188,0,0
"JUMBO BAG STRAWBERRY","JUMBO BAG RED RETROSPOT",0.02933,0.65207,0.04498,5.74782,536,0,0
"LUNCH BAG ALPHABET DESIGN","LUNCH BAG PINK POLKADOT",0.01385,0.34235,0.04044,5.74458,253,0,0
